ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma20,ma50,ma200,score,name
4678.T,JP,JPY,324.0,-0.92,10.53,-2.11,6.64,16.71,19.64,338.77,269.85,-4.36,23.8,0.49,332.7,331.95,299.2,6,4678.T
4671.T,JP,JPY,2552.0,-0.78,-2.85,-3.21,-4.13,2.29,16.29,2699.02,2151.53,-5.45,28.4,0.8,2611.25,2610.5,2492.49,6,4671.T
2927.T,JP,JPY,863.0,-0.35,-1.61,-4.11,-2.91,0.75,7.62,907.0,801.9,-4.85,32.9,1.2,879.1,885.15,860.7,6,2927.T
7986.T,JP,JPY,1893.0,-1.97,8.42,-3.96,6.05,13.8,25.76,2010.0,1474.75,-5.82,30.3,1.32,1971.8,1951.02,1759.96,6,7986.T
ED,US,USD,109.05999755859375,-1.08,9.93,-2.21,5.09,9.99,2.04,115.46,94.04,-5.54,28.8,0.53,111.93,111.89,102.32,6,ED
9433.T,JP,JPY,2565.0,-1.37,-4.77,-4.4,-2.37,7.71,5.99,2763.5,2280.99,-7.18,27.0,0.87,2655.3,2639.59,2542.18,6,9433.T
9445.T,JP,JPY,551.0,-0.72,-1.09,-1.43,-0.74,-4.44,24.23,584.41,443.52,-5.72,30.0,0.97,559.85,559.32,548.0,6,9445.T
9735.T,JP,JPY,5670.0,-1.22,3.27,-4.09,-2.01,9.83,11.6,6148.0,5056.02,-7.77,5.0,1.16,6012.8,5960.09,5561.24,6,9735.T
3396.T,JP,JPY,852.0,0.59,-0.83,-3.18,1.36,1.24,13.5,908.98,750.64,-6.27,37.5,0.45,873.25,866.9,843.06,6,3396.T
3167.T,JP,JPY,1142.0,-0.52,8.38,-1.13,-0.53,14.36,18.65,1200.0,941.23,-4.83,35.5,0.7,1172.5,1168.87,1073.46,6,3167.T
2109.T,JP,JPY,3335.0,0.3,1.76,-1.77,-2.33,7.05,-0.25,3580.0,2900.87,-6.84,35.6,0.82,3450.0,3412.68,3215.8,6,2109.T
2204.T,JP,JPY,3200.0,-1.08,6.07,-3.76,4.54,5.9,-1.44,3375.0,2948.49,-5.19,32.5,0.45,3292.25,3249.12,3082.23,6,2204.T
6809.T,JP,JPY,1713.0,-1.83,8.69,-7.41,3.44,32.24,100.59,1850.0,853.97,-7.41,34.6,0.93,1783.6,1766.73,1434.92,6,6809.T
9313.T,JP,JPY,1021.0,-0.49,-3.68,-0.1,-2.85,10.25,26.05,1109.0,788.51,-7.94,33.9,0.47,1041.7,1039.46,961.1,6,9313.T
2331.T,JP,JPY,1212.0,-0.37,-0.82,-1.7,-1.14,15.2,11.92,1304.5,973.93,-7.09,23.4,0.75,1250.9,1222.74,1150.77,6,2331.T
PFE,US,USD,27.0,1.24,9.02,-2.07,4.33,13.24,26.35,28.55,20.92,-5.43,39.5,1.09,27.4,27.21,25.17,6,PFE
7444.T,JP,JPY,1983.0,0.05,5.58,-0.4,-1.89,7.31,-1.41,2139.89,1810.0,-7.33,37.4,0.04,2005.05,2017.07,1913.77,6,7444.T
8218.T,JP,JPY,3445.0,0.58,1.23,-2.74,-1.5,12.37,17.43,3690.0,2778.33,-6.64,31.1,0.65,3579.25,3532.49,3310.98,6,8218.T
7953.T,JP,JPY,387.0,-0.26,2.04,-0.77,0.49,2.3,8.0,402.68,349.72,-3.89,36.4,1.23,389.25,389.86,379.36,6,7953.T
8219.T,JP,JPY,788.0,-1.01,2.03,4.19,-0.75,14.09,31.45,841.0,592.99,-6.3,25.3,0.87,820.9,788.52,739.83,6,8219.T
8230.T,JP,JPY,320.0,0.63,2.28,-2.88,-1.42,1.33,9.1,330.48,288.53,-3.17,37.5,0.99,323.3,325.57,312.9,6,8230.T
5199.T,JP,JPY,1953.0,-0.31,3.6,-0.41,1.63,3.65,15.76,2065.73,1662.19,-5.46,32.9,0.34,1995.65,1993.98,1907.41,6,5199.T
4762.T,JP,JPY,1480.0,-1.2,-1.6,-2.12,-1.09,5.95,15.02,1543.48,1243.16,-4.11,39.4,1.09,1505.65,1503.99,1416.76,6,4762.T
3698.T,JP,JPY,998.0,-2.63,-6.83,6.74,-9.41,-22.16,4.55,1552.56,913.3,-35.72,58.6,1.56,985.05,962.3,1191.99,6,3698.T
7087.T,JP,JPY,1293.0,-0.15,0.06,-1.37,-4.81,2.4,52.8,1363.2,815.16,-5.15,35.9,0.31,1303.15,1320.72,1219.41,6,7087.T
6579.T,JP,JPY,317.0,-2.46,-0.31,4.62,0.0,-8.12,-6.49,435.0,296.0,-27.13,59.4,1.89,312.9,311.24,347.87,6,6579.T
7544.T,JP,JPY,553.0,0.91,-4.46,-0.18,-4.14,-0.59,33.8,588.64,413.31,-6.05,38.9,0.69,555.95,561.24,542.55,6,7544.T
7539.T,JP,JPY,778.0,-0.77,5.37,-5.7,4.26,7.23,22.82,831.89,633.47,-6.48,35.2,0.7,800.95,796.79,737.89,6,7539.T
SRE,US,USD,93.19999694824219,-0.76,4.61,-2.45,8.25,2.97,28.61,99.75,71.6,-6.57,29.9,0.61,96.19,94.69,87.85,6,SRE
8039.T,JP,JPY,3980.0,-0.75,2.96,0.89,1.4,14.72,3.62,4128.37,3340.36,-3.59,34.7,0.67,4053.75,4010.41,3681.43,6,8039.T
4967.T,JP,JPY,5748.0,-0.52,7.54,-1.84,4.34,10.77,7.36,6117.0,4928.48,-6.03,12.0,0.73,5932.95,5774.02,5413.15,6,4967.T
6526.T,JP,JPY,2046.5,2.2,-8.81,1.71,-12.72,-28.8,45.32,3448.16,1408.23,-40.65,65.5,1.5,1877.8,1876.14,2362.78,6,6526.T
6513.T,JP,JPY,1060.0,0.57,0.91,-2.3,-1.32,2.94,6.15,1099.0,998.55,-3.55,32.2,0.81,1083.05,1075.8,1049.99,6,6513.T
4569.T,JP,JPY,1580.0,-0.25,3.89,-3.89,-1.49,12.11,9.5,1711.0,1348.65,-7.66,20.6,1.25,1652.65,1637.93,1515.97,6,4569.T
4559.T,JP,JPY,2187.0,0.28,5.17,-1.09,6.54,10.76,-3.82,2352.0,1858.82,-7.02,32.4,0.77,2272.8,2206.7,2060.52,6,4559.T
4547.T,JP,JPY,4565.0,0.55,1.04,-2.14,-2.35,11.82,25.21,4904.86,3573.45,-6.93,30.1,1.09,4735.25,4630.54,4361.9,6,4547.T
6571.T,JP,JPY,1346.0,0.3,-2.89,-1.25,-2.53,-3.86,27.41,1433.0,1056.42,-6.07,38.7,0.72,1355.6,1354.96,1338.57,6,6571.T
7480.T,JP,JPY,1734.0,0.06,5.38,-0.23,1.71,4.27,-5.59,1854.83,1587.0,-6.51,37.5,0.7,1758.7,1737.9,1666.19,6,7480.T
7399.T,JP,JPY,582.0,0.17,-0.21,-2.51,-2.19,2.38,11.68,628.47,508.58,-7.39,35.8,0.09,588.05,601.37,571.9,6,7399.T
4595.T,JP,JPY,1781.0,0.39,2.89,-2.84,-1.55,12.13,26.84,1926.0,1362.01,-7.53,37.5,1.03,1819.95,1834.38,1642.22,6,4595.T
8904.T,JP,JPY,829.0,0.48,-2.27,-1.43,-2.94,3.21,12.6,860.94,732.39,-3.71,38.2,1.0,836.0,842.84,821.41,6,8904.T
9304.T,JP,JPY,1276.0,-0.7,1.55,-3.41,-1.36,14.98,67.94,1384.56,756.2,-7.84,23.7,0.88,1331.5,1331.13,1177.47,6,9304.T
8593.T,JP,JPY,1414.0,0.43,9.43,-0.74,6.63,19.54,46.74,1516.5,963.63,-6.76,34.2,0.73,1452.05,1443.32,1262.87,6,8593.T
2201.T,JP,JPY,2733.5,0.46,3.75,1.13,0.23,5.95,11.08,2862.0,2279.23,-4.49,33.6,0.69,2787.57,2744.97,2616.88,6,2201.T
2961.T,JP,JPY,4830.0,0.0,-6.21,-3.4,-0.41,18.09,30.22,5240.0,3689.77,-7.82,0.0,0.0,4946.5,4964.8,4494.99,6,2961.T
9765.T,JP,JPY,1202.0,-0.99,7.23,2.04,2.12,11.84,17.73,1297.0,992.29,-7.32,30.0,1.23,1240.65,1210.14,1117.76,6,9765.T
DUK,US,USD,127.2699966430664,-0.6,9.29,-1.63,8.06,1.74,9.95,133.46,108.61,-4.64,35.9,0.71,129.71,129.57,122.15,6,DUK
1992.T,JP,JPY,2761.0,0.04,1.86,-4.26,4.18,4.99,7.75,2952.2,2458.22,-6.48,20.2,1.21,2797.1,2785.13,2705.14,6,1992.T
4118.T,JP,JPY,4817.0,0.1,10.38,1.88,3.74,15.72,43.66,5191.16,3353.12,-7.21,38.0,0.71,4962.15,4916.73,4409.33,6,4118.T
2597.T,JP,JPY,1072.0,-1.02,5.51,-0.37,4.79,6.62,19.86,1172.0,894.37,-8.53,36.5,1.9,1087.6,1069.14,1018.96,6,2597.T
3454.T,JP,JPY,1161.0,-1.19,-3.97,0.0,-1.28,0.0,20.35,1248.0,958.89,-6.97,34.6,1.31,1197.75,1199.18,1147.1,6,3454.T
4925.T,JP,JPY,1705.0,-0.23,1.85,-3.12,1.68,4.79,3.49,1807.91,1578.13,-5.69,37.3,0.52,1720.5,1745.37,1676.66,6,4925.T
5871.T,JP,JPY,1403.0,-0.21,-1.06,-0.78,-3.04,-13.53,-13.43,1871.67,1305.0,-25.04,51.3,1.57,1403.55,1402.24,1539.74,6,5871.T
8014.T,JP,JPY,4310.0,-1.6,7.29,1.22,5.74,15.8,48.05,4612.01,2911.16,-6.55,39.8,1.05,4426.0,4350.87,4003.74,6,8014.T
3524.T,JP,JPY,1551.0,-0.19,-2.58,-0.7,-2.82,2.17,7.07,1639.0,1366.0,-5.37,35.6,1.03,1570.05,1586.74,1531.24,6,3524.T
4890.T,JP,JPY,315.0,2.61,-3.67,-4.83,-4.83,-5.97,-26.06,426.0,255.0,-26.06,59.1,0.88,310.2,312.02,341.67,6,4890.T
8917.T,JP,JPY,1162.0,-0.6,0.0,-1.02,-2.76,0.8,15.1,1260.0,964.37,-7.78,18.4,1.23,1194.05,1202.96,1145.88,6,8917.T
9769.T,JP,JPY,2296.0,-0.61,-2.74,-2.13,-3.58,0.59,8.93,2428.14,2065.75,-5.44,19.9,1.36,2365.55,2362.8,2292.28,6,9769.T
2914.T,JP,JPY,5829.0,-0.63,3.42,-2.49,3.2,18.8,40.8,6140.0,4061.21,-5.07,29.7,0.83,5942.0,5903.36,5261.53,6,2914.T
3161.T,JP,JPY,666.0,-1.48,2.94,-1.04,1.22,3.9,0.73,701.0,630.0,-4.99,18.2,0.96,688.5,675.5,652.88,6,3161.T
8871.T,JP,JPY,3310.0,-0.3,1.66,-0.6,1.5,1.04,3.32,3558.15,3147.74,-6.97,30.7,0.64,3425.0,3330.46,3300.3,6,8871.T
4644.T,JP,JPY,1017.0,-0.49,-1.08,-1.45,-3.62,-1.08,8.59,1066.82,927.06,-4.67,34.0,0.6,1026.8,1040.54,1013.77,6,4644.T
3276.T,JP,JPY,1292.0,-0.62,2.3,-2.71,0.08,3.08,13.99,1377.0,1098.23,-6.17,27.6,1.14,1318.8,1332.82,1262.34,6,3276.T
4548.T,JP,JPY,714.0,-0.83,1.74,-3.77,0.89,7.76,5.93,770.43,581.98,-7.32,29.1,0.86,740.55,727.8,672.18,6,4548.T
8086.T,JP,JPY,1533.0,-0.13,4.07,-1.83,6.8,3.21,19.14,1650.5,1217.99,-7.12,23.4,0.68,1607.58,1553.68,1472.25,6,8086.T
7514.T,JP,JPY,851.0,-0.12,0.99,0.35,-1.99,2.07,5.31,885.0,808.11,-3.84,40.0,0.53,853.2,854.47,847.48,6,7514.T
2462.T,JP,JPY,1561.0,-1.2,2.63,-1.33,1.56,6.47,11.52,1641.0,1326.03,-4.88,33.8,1.13,1600.6,1584.36,1496.44,6,2462.T
3151.T,JP,JPY,1420.0,0.21,2.99,-2.47,-0.47,11.61,11.91,1520.0,1122.17,-6.58,31.3,0.88,1482.95,1432.31,1306.97,6,3151.T
4997.T,JP,JPY,1003.0,0.0,2.3,-0.59,-1.17,8.17,20.61,1076.0,752.74,-6.78,35.9,0.89,1021.0,1014.1,955.72,6,4997.T
8283.T,JP,JPY,4612.0,-0.13,-3.76,-2.45,-6.88,1.55,20.98,4991.49,3812.14,-7.6,20.6,0.97,4772.9,4758.71,4580.3,6,8283.T
2009.T,JP,JPY,1078.0,-0.19,4.15,-2.0,1.22,2.86,30.39,1117.0,813.32,-3.49,18.6,0.73,1099.5,1094.88,1023.09,6,2009.T
7219.T,JP,JPY,2217.0,0.05,-2.25,-3.02,-0.94,2.64,14.88,2390.0,1907.43,-7.24,31.5,0.17,2282.9,2287.32,2212.63,6,7219.T
8127.T,JP,JPY,596.0,-0.17,0.79,2.76,-0.04,-5.98,81.34,633.9,324.8,-5.98,40.0,0.3,599.6,601.54,542.4,6,8127.T
2003.T,JP,JPY,1772.0,-0.67,1.73,-3.83,2.16,1.87,7.85,1885.0,1604.55,-5.99,36.0,0.63,1830.5,1786.87,1736.39,6,2003.T
2001.T,JP,JPY,2648.0,0.88,11.2,-3.18,2.68,18.16,20.55,2834.8,2039.65,-6.59,30.7,0.96,2712.25,2732.86,2397.02,6,2001.T
3950.T,JP,JPY,1291.0,-0.62,0.31,-2.57,-1.22,5.89,20.97,1378.0,985.1,-6.31,23.9,0.88,1342.9,1329.9,1232.44,6,3950.T
3951.T,JP,JPY,867.0,0.35,0.45,-0.34,-2.0,0.56,4.24,905.19,825.06,-4.22,33.3,0.51,870.45,871.2,865.77,6,3951.T
2810.T,JP,JPY,3008.0,0.03,4.27,-0.92,-0.53,3.83,8.25,3107.0,2673.35,-3.19,27.3,1.17,3075.55,3039.05,2912.98,6,2810.T
2053.T,JP,JPY,1709.0,2.09,0.58,-2.73,-1.41,3.2,26.33,1948.19,1341.2,-12.28,35.5,2.32,1740.1,1793.71,1712.12,6,2053.T
9831.T,JP,JPY,522.9000244140625,0.35,2.85,-1.36,-0.81,15.73,20.79,562.56,417.03,-7.05,28.9,0.69,536.96,537.67,485.73,6,9831.T
7840.T,JP,JPY,1298.0,0.46,0.29,-5.12,-0.69,-1.43,4.37,1368.0,1207.78,-5.12,34.1,0.44,1327.3,1316.91,1288.44,6,7840.T
6870.T,JP,JPY,1975.0,-0.5,8.7,-5.05,7.86,16.42,21.66,2080.0,1615.74,-5.05,28.4,0.54,2002.65,1994.14,1793.18,6,6870.T
8511.T,JP,JPY,2165.0,-1.14,8.96,2.12,1.47,20.74,35.8,2322.6,1568.43,-6.79,36.2,0.85,2221.45,2191.61,1932.98,6,8511.T
2359.T,JP,JPY,2137.0,0.0,6.32,-5.44,3.54,6.32,24.41,2313.0,1694.28,-7.61,29.2,0.59,2237.8,2206.74,2050.29,6,2359.T
7458.T,JP,JPY,1638.0,-1.62,-0.41,-2.3,-1.58,2.77,2.07,1772.0,1473.98,-7.56,20.1,0.92,1717.35,1676.95,1627.75,6,7458.T
9042.T,JP,JPY,4459.0,-0.16,12.14,-1.55,6.45,-0.92,10.04,4822.0,3671.61,-7.53,22.7,0.94,4706.05,4488.85,4190.01,6,9042.T
9045.T,JP,JPY,3285.0,-0.48,0.04,0.49,-3.44,1.15,-2.58,3472.95,2904.81,-5.41,37.5,0.92,3322.4,3293.06,3221.34,6,9045.T
6222.T,JP,JPY,940.0,-0.84,-6.42,7.55,-10.39,-10.81,9.41,1124.68,767.09,-16.42,47.3,0.7,945.0,945.74,996.59,5,6222.T
XOM,US,USD,148.91000366210938,-1.08,22.22,-9.99,11.17,30.38,41.87,171.47,99.35,-13.16,25.8,0.61,155.95,154.54,125.72,5,XOM
9450.T,JP,JPY,713.0,0.56,5.32,-0.14,4.09,2.46,-25.5,966.6,644.94,-26.24,40.4,0.54,723.65,703.54,691.43,5,9450.T
1961.T,JP,JPY,6980.0,2.65,19.12,1.34,9.51,40.15,114.01,8220.0,3261.55,-15.09,43.7,0.66,7327.0,7173.58,5696.45,5,1961.T
9244.T,JP,JPY,1019.0,0.2,9.45,-0.39,-0.88,5.38,43.12,1334.0,712.0,-23.61,47.5,0.53,1018.8,999.72,1012.85,5,9244.T
338A.T,JP,JPY,2925.0,-7.29,22.9,3.54,-3.47,-31.26,-35.22,8185.0,2380.0,-64.26,60.4,1.2,2691.55,2808.32,3411.66,5,338A.T
STZ,US,USD,156.0,-2.08,11.22,3.72,-2.81,13.26,-13.65,191.72,126.82,-18.63,51.0,0.62,157.59,154.8,149.1,5,STZ
3299.T,JP,JPY,2235.0,-1.41,19.33,-1.41,13.05,12.02,8.36,2582.0,1740.69,-13.44,36.8,1.44,2285.75,2369.74,2045.02,5,3299.T
147A.T,JP,JPY,992.0,-1.98,-18.69,5.64,-13.36,8.42,25.89,1312.0,788.0,-24.39,56.1,1.28,989.7,995.02,1019.33,5,147A.T
LUV,US,USD,39.45000076293945,4.5,-4.07,-0.2,-5.73,25.73,51.93,54.56,25.97,-27.7,54.0,0.94,39.41,42.93,37.52,5,LUV
9955.T,JP,JPY,2797.0,-0.96,-2.04,-3.45,-10.58,6.22,32.45,3152.79,2083.02,-11.29,40.9,1.1,2842.65,2949.06,2714.66,5,9955.T
9543.T,JP,JPY,1435.0,1.7,17.82,-5.9,16.01,29.36,28.01,1615.0,1023.77,-11.15,33.3,0.89,1481.05,1486.32,1232.86,5,9543.T
7157.T,JP,JPY,2163.0,0.32,11.84,2.27,1.12,11.21,17.55,2625.0,1790.0,-17.6,58.7,0.71,2149.7,2142.98,2087.41,5,7157.T
4519.T,JP,JPY,8845.0,-0.91,3.86,3.57,1.05,27.49,10.93,10455.0,5905.93,-15.4,49.5,1.6,8747.8,9121.02,7810.55,5,4519.T
4464.T,JP,JPY,3650.0,-1.35,-8.39,0.79,-10.18,12.86,123.8,4068.6,1550.02,-10.29,45.1,0.11,3663.25,3832.54,3349.88,5,4464.T
6396.T,JP,JPY,3800.0,2.01,-11.75,-4.28,-8.49,11.53,38.16,4631.67,2715.8,-17.96,57.0,0.31,3794.25,4098.5,3667.37,5,6396.T
4735.T,JP,JPY,322.0,0.94,12.03,0.0,1.28,11.27,-0.49,388.0,275.61,-17.01,53.1,0.13,327.1,320.98,304.0,5,4735.T
3277.T,JP,JPY,1395.0,-0.99,5.44,-1.2,1.16,1.11,37.11,1539.0,1017.42,-9.36,39.3,3.02,1411.75,1429.0,1319.21,5,3277.T
438A.T,JP,JPY,818.0,0.62,-46.99,10.69,-44.32,0.0,-43.63,1680.0,719.0,-51.31,50.8,0.42,806.55,869.76,0.0,5,438A.T
9119.T,JP,JPY,1678.0,1.64,19.16,-8.61,10.59,45.72,69.63,1909.0,928.49,-12.1,31.2,0.83,1793.7,1714.15,1356.47,5,9119.T
2208.T,JP,JPY,3000.0,0.03,15.28,-8.06,10.15,23.93,13.8,3327.56,2375.98,-9.84,11.9,1.14,3196.7,3193.77,2691.75,5,2208.T
3542.T,JP,JPY,1694.0,0.24,8.08,-8.43,19.59,-1.4,67.43,2363.83,988.98,-28.34,50.8,1.18,1743.15,1851.58,1769.82,5,3542.T
8622.T,JP,JPY,667.0,-2.06,23.89,-4.3,15.44,28.72,42.47,736.0,464.43,-9.38,33.1,1.24,703.25,675.43,560.89,5,8622.T
ULTA,US,USD,558.5499877929688,-1.04,-9.92,7.08,-15.54,6.5,45.58,706.82,383.67,-20.98,58.8,0.6,539.95,589.12,565.85,5,ULTA
3469.T,JP,JPY,995.0,0.2,5.96,2.79,3.65,12.43,-14.47,1241.48,765.0,-19.85,43.8,0.45,997.05,983.8,913.28,5,3469.T
4093.T,JP,JPY,426.0,-0.23,21.05,-4.91,15.88,23.45,23.8,478.39,326.72,-10.95,36.7,0.72,446.0,435.93,369.8,5,4093.T
9502.T,JP,JPY,2601.5,0.29,8.05,0.0,15.61,23.03,55.6,2911.5,1621.01,-10.65,39.4,0.55,2736.0,2611.3,2223.35,5,9502.T
4082.T,JP,JPY,2310.0,0.35,103.97,-5.37,-20.03,232.37,248.91,3818.1,606.48,-39.5,60.7,1.71,2229.8,2416.91,1474.57,5,4082.T
6966.T,JP,JPY,665.0,-1.92,-9.65,7.78,-14.67,-13.69,5.42,882.0,564.0,-24.6,57.6,0.81,655.55,703.3,748.2,5,6966.T
6730.T,JP,JPY,1145.0,-0.61,-0.24,4.28,-5.45,-4.39,15.45,1347.85,861.55,-15.05,58.3,0.99,1130.9,1138.58,1142.41,5,6730.T
8544.T,JP,JPY,2105.0,0.14,26.12,1.94,12.87,64.2,166.47,2319.0,786.07,-9.23,36.3,0.75,2200.15,2113.97,1562.23,5,8544.T
8542.T,JP,JPY,1553.0,-0.06,6.06,-3.3,-3.6,17.7,38.04,1834.44,1124.04,-15.34,41.7,1.69,1595.65,1630.97,1444.12,5,8542.T
4572.T,JP,JPY,404.0,-0.49,0.5,0.75,-7.34,92.38,59.06,497.0,202.0,-18.71,58.0,0.33,405.05,363.38,301.56,5,4572.T
8928.T,JP,JPY,2538.0,-0.63,14.38,-2.23,10.16,19.65,19.23,2905.0,1971.3,-12.63,38.1,1.12,2601.2,2651.04,2263.01,5,8928.T
EIX,US,USD,68.86000061035156,-2.1,16.06,-1.52,13.06,23.48,25.87,75.82,45.61,-9.18,34.8,0.91,71.83,71.57,59.36,5,EIX
9791.T,JP,JPY,1291.0,-1.45,-7.42,-5.0,-7.29,2.2,35.08,1437.95,930.45,-10.22,11.5,4.6,1371.5,1370.99,1249.58,5,9791.T
8844.T,JP,JPY,1130.0,-1.14,-0.8,-0.96,-0.63,-8.59,-3.07,1454.04,1031.18,-22.29,43.2,2.32,1165.75,1164.1,1231.62,5,8844.T
5940.T,JP,JPY,853.0,-1.73,-3.94,-4.05,-7.77,9.05,34.18,1050.11,635.69,-18.77,40.3,1.73,870.0,929.65,839.83,5,5940.T
FTNT,US,USD,84.33999633789062,1.91,8.29,4.08,1.53,-0.69,-17.15,108.69,74.39,-22.4,53.9,0.97,81.64,81.63,83.54,5,FTNT
7937.T,JP,JPY,2939.0,1.17,15.65,-1.38,10.79,33.51,36.49,3326.85,2038.34,-11.66,37.0,0.76,3009.15,3069.37,2508.35,5,7937.T
6464.T,JP,JPY,318.0,-0.62,-9.66,5.65,-13.35,-18.67,-20.7,417.0,284.0,-23.74,54.5,0.56,317.3,325.62,353.58,5,6464.T
4434.T,JP,JPY,2020.0,0.6,7.04,2.38,-0.93,15.69,-11.39,2515.52,1726.34,-19.7,51.3,0.61,1992.25,1985.46,1968.88,5,4434.T
9107.T,JP,JPY,2544.0,0.69,19.42,-6.14,17.53,21.99,39.16,2812.74,1828.12,-9.55,33.0,0.48,2641.05,2558.83,2212.81,5,9107.T
2373.T,JP,JPY,438.0,-1.13,3.06,1.86,1.39,-25.42,11.4,587.32,374.55,-25.42,50.0,0.46,438.35,436.22,437.76,5,2373.T
1969.T,JP,JPY,4374.0,2.44,-2.31,-3.08,-5.07,5.53,54.51,5597.42,2830.91,-21.86,48.8,0.84,4461.15,4684.74,4343.3,5,1969.T
COF,US,USD,191.38999938964844,-2.66,-22.51,5.09,-12.74,-12.36,6.16,256.96,176.1,-25.52,57.0,1.12,192.59,192.13,214.02,5,COF
4911.T,JP,JPY,3153.0,1.61,36.52,-1.9,14.7,12.83,38.35,3505.0,2133.72,-10.04,31.9,0.84,3270.0,3166.82,2652.32,5,4911.T
6459.T,JP,JPY,1831.0,0.6,15.16,-7.2,13.73,13.47,23.59,2050.0,1470.94,-10.68,13.4,0.78,1939.25,1862.76,1671.74,5,6459.T
202A.T,JP,JPY,3540.0,0.0,0.28,0.0,-4.58,88.8,179.88,4400.0,1264.83,-19.55,50.0,0.83,3536.5,3539.5,2702.21,5,202A.T
8344.T,JP,JPY,2415.0,-2.5,25.35,-1.35,12.42,51.28,98.86,2786.0,1177.8,-13.32,38.9,0.88,2594.85,2531.81,1913.38,5,8344.T
5987.T,JP,JPY,1710.0,-0.12,-4.31,3.89,3.01,-15.3,-30.02,2866.0,1566.0,-40.33,62.4,0.74,1687.7,1738.36,1790.62,5,5987.T
9401.T,JP,JPY,5592.0,-0.69,-3.34,-3.49,-11.29,6.54,21.07,6303.66,4388.79,-11.29,53.7,0.97,5681.6,5704.35,5516.02,5,9401.T
4193.T,JP,JPY,2143.0,0.14,6.19,-0.28,6.24,6.82,-0.77,2603.78,1899.21,-17.7,55.0,0.28,2129.3,2103.02,2073.56,5,4193.T
7296.T,JP,JPY,3330.0,-1.04,-8.54,1.28,-12.88,9.96,22.85,3871.12,2594.36,-13.98,48.1,0.73,3390.0,3462.48,3282.65,5,7296.T
3484.T,JP,JPY,1122.0,-1.67,-3.7,-4.18,-12.2,7.9,22.57,1319.68,903.76,-14.98,49.1,0.98,1144.85,1217.31,1105.8,5,3484.T
6045.T,JP,JPY,1645.0,-1.32,-0.62,-2.14,-10.15,12.32,66.51,1896.46,957.35,-13.26,52.3,1.1,1656.25,1689.55,1539.69,5,6045.T
4554.T,JP,JPY,2289.0,0.09,21.07,-8.55,17.14,43.66,73.29,2503.0,1221.49,-8.55,29.3,0.76,2427.65,2344.66,1793.59,5,4554.T
7460.T,JP,JPY,3860.0,0.52,16.66,-8.16,10.62,27.39,97.34,4383.83,1936.75,-11.95,31.2,1.03,3999.0,4129.32,3379.4,5,7460.T
4491.T,JP,JPY,2984.0,-0.43,12.4,1.5,1.33,17.52,77.03,3773.0,1652.28,-20.91,50.9,0.59,2996.55,2949.76,2786.76,5,4491.T
5644.T,JP,JPY,5030.0,-1.18,-2.2,0.1,-10.28,26.36,73.45,5872.35,2880.71,-14.34,47.8,1.3,5122.5,5197.41,4488.16,5,5644.T
7911.T,JP,JPY,4582.0,2.55,-1.07,1.26,-5.51,23.37,17.77,5787.19,3532.48,-20.83,58.0,1.09,4484.3,4749.99,4295.18,5,7911.T
9385.T,JP,JPY,692.0,-2.26,13.27,-9.19,11.35,24.79,34.78,804.07,506.73,-13.94,21.1,1.06,726.5,757.53,614.06,5,9385.T
2385.T,JP,JPY,252.0,-0.4,6.33,4.56,-3.08,29.23,99.62,312.0,121.39,-19.23,51.7,0.41,248.8,250.22,217.16,5,2385.T
VZ,US,USD,46.380001068115234,-1.78,18.2,-7.22,18.82,24.72,18.12,50.62,37.19,-8.37,37.5,0.87,47.21,48.49,42.38,5,VZ
2882.T,JP,JPY,1956.0,-0.1,-2.91,-2.1,-4.94,-2.67,-5.79,2113.85,1922.04,-7.47,28.7,1.39,1992.55,1994.57,2018.15,4,2882.T
3548.T,JP,JPY,734.0,-0.27,-2.04,-2.39,-2.42,0.78,3.21,776.0,677.81,-5.41,28.4,1.04,757.25,755.29,743.04,4,3548.T
2908.T,JP,JPY,1527.0,0.26,-2.26,-3.9,-4.26,-4.96,-4.35,1640.26,1523.0,-6.9,9.1,1.03,1576.1,1582.42,1579.12,4,2908.T
3191.T,JP,JPY,2063.0,-0.05,-2.87,-3.1,-3.82,-0.16,5.24,2223.0,1935.28,-7.2,32.2,0.8,2163.5,2148.56,2109.19,4,3191.T
2916.T,JP,JPY,709.0,-0.14,0.71,0.57,-2.15,-0.13,1.55,768.65,688.35,-7.76,35.0,1.17,715.1,716.19,723.11,4,2916.T
6082.T,JP,JPY,988.0,-0.1,-2.08,-2.18,-3.22,-0.33,-0.13,1030.69,980.44,-4.14,33.3,0.42,993.85,1004.6,996.78,4,6082.T
2179.T,JP,JPY,763.0,0.13,-3.81,-5.69,-6.26,-0.59,5.29,813.93,719.79,-6.26,38.5,0.42,765.9,789.45,775.02,4,2179.T
8252.T,JP,JPY,2984.5,-0.15,-5.32,-2.69,-1.05,1.62,12.06,3207.72,2648.79,-6.96,21.0,1.04,3058.78,3055.19,3039.21,4,8252.T
5955.T,JP,JPY,110.0,-3.51,38.67,-6.78,15.55,40.42,60.77,149.73,67.43,-26.53,44.1,0.96,117.3,124.88,94.92,4,5955.T
